Question Type,No. of students attended the question,Time Taken ,Number of times MCQ option change,No. of Times compilation,No. of Hints used,Programming Language,Feedback,Correct,Wrong,Partially Correct,Maximum mark,Difficulty
2,1454735,2496,0,21,1,2,0,727367.5,484911.6667,242455.8333,70,HARD
2,6359224,2437,0,19,1,3,1,3179612,2119741.333,1059870.667,22,MEDIUM
2,1772428,492,0,7,1,4,2,886214,590809.3333,295404.6667,64,EASY
2,636327,203,0,6,3,2,2,318163.5,212109,106054.5,41,EASY
2,2221244,6671,0,23,0,4,0,1110622,740414.6667,370207.3333,60,HARD
2,3506471,299,0,23,0,1,1,1753235.5,1168823.667,584411.8333,82,MEDIUM
2,3337884,2691,0,8,3,4,1,1668942,1112628,556314,15,MEDIUM
2,2607829,7183,0,1,2,3,1,1303914.5,869276.3333,434638.1667,80,MEDIUM
2,3685799,6367,0,2,2,3,0,1842899.5,1228599.667,614299.8333,59,HARD
2,4439575,1922,0,15,3,3,2,2219787.5,1479858.333,739929.1667,39,EASY
2,4747387,8748,0,2,1,3,0,2373693.5,1582462.333,791231.1667,83,HARD
2,5090235,5530,0,14,2,1,1,2545117.5,1696745,848372.5,27,MEDIUM
2,135821,1908,0,4,1,3,0,67910.5,45273.66667,22636.83333,80,HARD
2,1288119,6407,0,24,1,1,1,644059.5,429373,214686.5,38,MEDIUM
2,1748724,1773,0,15,2,1,2,874362,582908,291454,47,EASY
2,153043,8139,0,18,2,2,0,76521.5,51014.33333,25507.16667,78,HARD
2,5871328,3469,0,12,1,3,0,2935664,1957109.333,978554.6667,30,HARD
2,759362,4686,0,13,2,4,2,379681,253120.6667,126560.3333,24,EASY
2,4657740,959,0,5,2,1,0,2328870,1552580,776290,44,HARD
2,711054,3533,0,20,2,2,2,355527,237018,118509,80,EASY
2,6500079,5620,0,21,0,2,2,3250039.5,2166693,1083346.5,75,EASY
2,5170919,1555,0,16,3,4,2,2585459.5,1723639.667,861819.8333,18,EASY
2,83541,1430,0,24,2,1,0,41770.5,27847,13923.5,31,HARD
2,3554547,8429,0,24,1,1,1,1777273.5,1184849,592424.5,32,MEDIUM
2,6884817,463,0,1,0,1,0,3442408.5,2294939,1147469.5,36,HARD
2,4720087,5866,0,12,0,2,2,2360043.5,1573362.333,786681.1667,20,EASY
2,2048134,5747,0,16,3,1,1,1024067,682711.3333,341355.6667,71,MEDIUM
2,3139835,6864,0,4,1,1,1,1569917.5,1046611.667,523305.8333,85,MEDIUM
2,430268,2623,0,25,0,1,2,215134,143422.6667,71711.33333,34,EASY
2,5415939,5232,0,21,1,4,0,2707969.5,1805313,902656.5,89,HARD
2,6980689,3893,0,22,2,3,1,3490344.5,2326896.333,1163448.167,25,MEDIUM
2,4528647,4492,0,13,1,1,0,2264323.5,1509549,754774.5,14,HARD
2,777893,7943,0,7,3,4,1,388946.5,259297.6667,129648.8333,19,MEDIUM
2,2332151,693,0,12,0,2,1,1166075.5,777383.6667,388691.8333,85,MEDIUM
2,3411481,324,0,12,1,2,2,1705740.5,1137160.333,568580.1667,45,EASY
2,2908484,7409,0,3,0,4,1,1454242,969494.6667,484747.3333,24,MEDIUM
2,3777794,6884,0,17,2,3,0,1888897,1259264.667,629632.3333,93,HARD
2,2656711,6935,0,24,3,3,1,1328355.5,885570.3333,442785.1667,94,MEDIUM
2,4193402,1600,0,22,1,3,2,2096701,1397800.667,698900.3333,19,EASY
2,355179,6051,0,22,1,2,2,177589.5,118393,59196.5,31,EASY
2,3052028,5093,0,4,2,1,0,1526014,1017342.667,508671.3333,87,HARD
2,2113483,5080,0,18,1,4,0,1056741.5,704494.3333,352247.1667,19,HARD
2,6035529,3480,0,2,3,3,1,3017764.5,2011843,1005921.5,20,MEDIUM
2,3514051,7159,0,25,2,1,2,1757025.5,1171350.333,585675.1667,61,EASY
2,1432923,162,0,7,3,3,2,716461.5,477641,238820.5,30,EASY
2,4448178,5103,0,15,1,1,1,2224089,1482726,741363,11,MEDIUM
2,687091,3730,0,4,3,3,0,343545.5,229030.3333,114515.1667,42,HARD
2,795748,7253,0,9,3,3,2,397874,265249.3333,132624.6667,90,EASY
2,1497348,8139,0,17,0,1,1,748674,499116,249558,77,MEDIUM
2,5126517,4580,0,9,1,4,0,2563258.5,1708839,854419.5,85,HARD
2,5093097,5617,0,17,3,1,0,2546548.5,1697699,848849.5,68,HARD
2,6299129,752,0,25,3,1,1,3149564.5,2099709.667,1049854.833,15,MEDIUM
2,4236522,3712,0,8,0,2,2,2118261,1412174,706087,92,EASY
2,6695331,5131,0,22,2,2,1,3347665.5,2231777,1115888.5,38,MEDIUM
2,6386358,6461,0,4,2,4,1,3193179,2128786,1064393,44,MEDIUM
2,4943983,5122,0,6,0,3,0,2471991.5,1647994.333,823997.1667,63,HARD
2,3609843,4291,0,1,1,3,1,1804921.5,1203281,601640.5,30,MEDIUM
2,3311308,200,0,6,2,1,1,1655654,1103769.333,551884.6667,94,MEDIUM
2,68101,3943,0,12,0,1,1,34050.5,22700.33333,11350.16667,15,MEDIUM
2,2278592,5070,0,19,3,4,0,1139296,759530.6667,379765.3333,30,HARD
2,4466168,5696,0,1,2,4,0,2233084,1488722.667,744361.3333,18,HARD
2,5535441,5322,0,12,2,4,2,2767720.5,1845147,922573.5,56,EASY
2,5369117,2965,0,5,1,3,0,2684558.5,1789705.667,894852.8333,57,HARD
2,1010051,876,0,6,0,2,0,505025.5,336683.6667,168341.8333,80,HARD
2,5729365,3904,0,13,2,2,2,2864682.5,1909788.333,954894.1667,80,EASY
2,2404287,4575,0,20,1,4,0,1202143.5,801429,400714.5,95,HARD
2,6185475,5127,0,21,1,1,0,3092737.5,2061825,1030912.5,81,HARD
2,2478359,3283,0,20,0,1,0,1239179.5,826119.6667,413059.8333,49,HARD
2,6039787,4799,0,25,2,2,1,3019893.5,2013262.333,1006631.167,11,MEDIUM
2,4508346,4489,0,12,0,4,1,2254173,1502782,751391,83,MEDIUM
2,4534455,5739,0,13,3,1,0,2267227.5,1511485,755742.5,76,HARD
2,2808802,2819,0,10,2,4,2,1404401,936267.3333,468133.6667,47,EASY
2,3304348,8300,0,16,2,2,2,1652174,1101449.333,550724.6667,11,EASY
2,477416,4034,0,24,1,3,0,238708,159138.6667,79569.33333,66,HARD
2,1033466,4527,0,20,0,3,2,516733,344488.6667,172244.3333,49,EASY
2,3987017,5530,0,5,2,1,0,1993508.5,1329005.667,664502.8333,30,HARD
2,2366215,8831,0,5,1,2,0,1183107.5,788738.3333,394369.1667,91,HARD
2,4588708,2039,0,16,2,3,2,2294354,1529569.333,764784.6667,88,EASY
2,5378904,4829,0,12,2,3,1,2689452,1792968,896484,52,MEDIUM
2,4369184,6371,0,2,2,1,2,2184592,1456394.667,728197.3333,73,EASY
2,2579611,274,0,17,2,1,1,1289805.5,859870.3333,429935.1667,68,MEDIUM
2,734691,5262,0,9,3,1,1,367345.5,244897,122448.5,59,MEDIUM
2,6371232,2436,0,1,3,1,1,3185616,2123744,1061872,78,MEDIUM
2,3449441,512,0,13,1,4,2,1724720.5,1149813.667,574906.8333,67,EASY
2,3132528,5351,0,13,2,3,2,1566264,1044176,522088,89,EASY
2,5246512,100,0,19,2,1,2,2623256,1748837.333,874418.6667,92,EASY
2,69756,3609,0,23,3,2,1,34878,23252,11626,79,MEDIUM
2,1083043,7498,0,9,0,1,0,541521.5,361014.3333,180507.1667,93,HARD
2,2184845,3389,0,9,1,1,1,1092422.5,728281.6667,364140.8333,61,MEDIUM
2,6555678,718,0,20,1,2,1,3277839,2185226,1092613,86,MEDIUM
2,1796922,1795,0,12,0,2,0,898461,598974,299487,56,HARD
2,4326477,6547,0,12,1,3,1,2163238.5,1442159,721079.5,18,MEDIUM
2,2157459,7783,0,22,0,4,0,1078729.5,719153,359576.5,38,HARD
2,5862365,4481,0,16,3,1,0,2931182.5,1954121.667,977060.8333,61,HARD
2,1604728,7826,0,3,2,4,0,802364,534909.3333,267454.6667,79,HARD
2,5855149,7383,0,10,0,1,2,2927574.5,1951716.333,975858.1667,40,EASY
2,5218318,2124,0,9,3,3,2,2609159,1739439.333,869719.6667,54,EASY
2,5292259,8701,0,16,1,2,1,2646129.5,1764086.333,882043.1667,78,MEDIUM
2,356674,1009,0,7,1,4,2,178337,118891.3333,59445.66667,33,EASY
2,1522015,5466,0,2,3,3,1,761007.5,507338.3333,253669.1667,51,MEDIUM
2,4647157,8065,0,17,2,3,0,2323578.5,1549052.333,774526.1667,72,HARD
2,5911481,4048,0,13,1,1,2,2955740.5,1970493.667,985246.8333,34,EASY
2,3606899,3384,0,9,0,3,2,1803449.5,1202299.667,601149.8333,27,EASY
2,5173589,6478,0,14,0,3,1,2586794.5,1724529.667,862264.8333,88,MEDIUM
2,3267991,1148,0,7,3,3,2,1633995.5,1089330.333,544665.1667,19,EASY
2,3109897,7991,0,18,0,2,2,1554948.5,1036632.333,518316.1667,47,EASY
2,6530274,2389,0,2,3,4,1,3265137,2176758,1088379,32,MEDIUM
2,2361560,3935,0,20,2,1,2,1180780,787186.6667,393593.3333,77,EASY
2,975519,1404,0,14,0,3,2,487759.5,325173,162586.5,59,EASY
2,800058,1362,0,15,2,4,0,400029,266686,133343,87,HARD
2,3198300,3505,0,23,2,4,0,1599150,1066100,533050,27,HARD
2,5405495,3610,0,9,2,4,1,2702747.5,1801831.667,900915.8333,49,MEDIUM
2,2772044,2709,0,24,1,4,1,1386022,924014.6667,462007.3333,59,MEDIUM
2,1608628,7119,0,8,2,1,0,804314,536209.3333,268104.6667,17,HARD
2,3554348,224,0,2,1,4,1,1777174,1184782.667,592391.3333,53,MEDIUM
2,2666259,3690,0,23,3,4,2,1333129.5,888753,444376.5,53,EASY
2,5890694,6244,0,11,2,2,1,2945347,1963564.667,981782.3333,25,MEDIUM
2,3495758,7443,0,17,2,2,1,1747879,1165252.667,582626.3333,81,MEDIUM
2,1967198,6184,0,20,0,3,2,983599,655732.6667,327866.3333,92,EASY
2,3327480,8137,0,20,2,4,0,1663740,1109160,554580,28,HARD
2,1843728,6681,0,1,2,1,2,921864,614576,307288,64,EASY
2,716781,3610,0,8,0,4,2,358390.5,238927,119463.5,83,EASY
2,931136,7169,0,17,2,2,0,465568,310378.6667,155189.3333,52,HARD
2,5575954,3846,0,4,1,1,2,2787977,1858651.333,929325.6667,78,EASY
2,3970526,4733,0,17,0,3,1,1985263,1323508.667,661754.3333,66,MEDIUM
2,6779541,6073,0,11,2,3,2,3389770.5,2259847,1129923.5,55,EASY
2,725102,7497,0,10,3,4,1,362551,241700.6667,120850.3333,26,MEDIUM
2,1504058,5695,0,25,3,1,0,752029,501352.6667,250676.3333,64,HARD
2,2789315,5417,0,23,3,2,2,1394657.5,929771.6667,464885.8333,52,EASY
2,314274,3343,0,4,2,4,1,157137,104758,52379,93,MEDIUM
2,6819133,5660,0,15,3,2,1,3409566.5,2273044.333,1136522.167,13,MEDIUM
2,3211908,6594,0,20,3,2,1,1605954,1070636,535318,44,MEDIUM
2,6169869,8231,0,2,0,1,2,3084934.5,2056623,1028311.5,15,EASY
2,2542632,5288,0,1,1,3,1,1271316,847544,423772,25,MEDIUM
2,3865585,2676,0,15,3,3,2,1932792.5,1288528.333,644264.1667,40,EASY
2,6963438,8511,0,21,3,1,1,3481719,2321146,1160573,54,MEDIUM
2,2067016,4166,0,3,3,4,1,1033508,689005.3333,344502.6667,31,MEDIUM
2,5568871,4147,0,15,0,1,1,2784435.5,1856290.333,928145.1667,87,MEDIUM
2,3944314,7950,0,5,3,1,1,1972157,1314771.333,657385.6667,78,MEDIUM
2,2956700,6705,0,9,3,1,1,1478350,985566.6667,492783.3333,98,MEDIUM
2,1232940,8701,0,6,1,4,1,616470,410980,205490,83,MEDIUM
2,4575310,3049,0,3,3,1,1,2287655,1525103.333,762551.6667,67,MEDIUM
2,3475237,5463,0,12,3,4,1,1737618.5,1158412.333,579206.1667,14,MEDIUM
2,893951,478,0,12,3,2,0,446975.5,297983.6667,148991.8333,67,HARD
2,1762539,1455,0,12,2,2,0,881269.5,587513,293756.5,65,HARD
2,308932,6798,0,14,0,4,2,154466,102977.3333,51488.66667,25,EASY
2,3927068,8466,0,22,1,3,0,1963534,1309022.667,654511.3333,57,HARD
2,2071620,8212,0,25,1,1,2,1035810,690540,345270,13,EASY
2,5677744,7912,0,2,2,3,2,2838872,1892581.333,946290.6667,56,EASY
2,3050572,2946,0,6,1,4,0,1525286,1016857.333,508428.6667,74,HARD
2,1639308,5838,0,6,2,1,2,819654,546436,273218,36,EASY
2,5672077,4019,0,16,3,1,1,2836038.5,1890692.333,945346.1667,43,MEDIUM
2,6166365,1998,0,9,0,4,0,3083182.5,2055455,1027727.5,65,HARD
2,2920182,7506,0,1,0,2,0,1460091,973394,486697,47,HARD
2,156524,7367,0,11,3,3,0,78262,52174.66667,26087.33333,25,HARD
2,5139080,8191,0,11,1,1,0,2569540,1713026.667,856513.3333,87,HARD
2,5260559,3235,0,19,3,1,0,2630279.5,1753519.667,876759.8333,32,HARD
2,2466007,1822,0,1,1,2,0,1233003.5,822002.3333,411001.1667,48,HARD
2,6566371,1078,0,20,0,4,2,3283185.5,2188790.333,1094395.167,10,EASY
2,3113581,1281,0,9,2,3,2,1556790.5,1037860.333,518930.1667,73,EASY
2,4210729,5616,0,15,2,2,1,2105364.5,1403576.333,701788.1667,57,MEDIUM
2,5670274,5619,0,21,3,3,1,2835137,1890091.333,945045.6667,89,MEDIUM
2,4880919,6384,0,22,3,1,1,2440459.5,1626973,813486.5,96,MEDIUM
2,4430227,6465,0,14,0,3,0,2215113.5,1476742.333,738371.1667,60,HARD
2,616304,8687,0,11,1,3,0,308152,205434.6667,102717.3333,73,HARD
2,2257959,5760,0,10,1,2,0,1128979.5,752653,376326.5,66,HARD
2,6426777,3678,0,9,1,4,2,3213388.5,2142259,1071129.5,71,EASY
2,507994,8637,0,15,3,1,0,253997,169331.3333,84665.66667,69,HARD
2,203568,4731,0,3,0,2,0,101784,67856,33928,63,HARD
2,2835582,2541,0,25,3,2,1,1417791,945194,472597,89,MEDIUM
2,1211888,7786,0,25,3,3,1,605944,403962.6667,201981.3333,88,MEDIUM
2,1233625,4638,0,20,1,1,2,616812.5,411208.3333,205604.1667,56,EASY
2,499640,3060,0,2,3,1,1,249820,166546.6667,83273.33333,57,MEDIUM
2,536701,3485,0,20,1,4,1,268350.5,178900.3333,89450.16667,59,MEDIUM
2,237550,7822,0,14,1,4,0,118775,79183.33333,39591.66667,86,HARD
2,3860921,6207,0,12,1,3,1,1930460.5,1286973.667,643486.8333,75,MEDIUM
2,5629371,374,0,16,3,3,1,2814685.5,1876457,938228.5,18,MEDIUM
2,3442105,5059,0,4,1,3,2,1721052.5,1147368.333,573684.1667,79,EASY
2,1132745,8925,0,15,1,1,2,566372.5,377581.6667,188790.8333,97,EASY
2,6347528,1577,0,2,0,2,0,3173764,2115842.667,1057921.333,81,HARD
2,3089630,4271,0,17,3,2,2,1544815,1029876.667,514938.3333,88,EASY
2,2957801,7719,0,8,3,4,0,1478900.5,985933.6667,492966.8333,35,HARD
2,6316317,925,0,2,1,1,0,3158158.5,2105439,1052719.5,99,HARD
2,2822337,2968,0,5,1,2,0,1411168.5,940779,470389.5,15,HARD
2,6380903,5326,0,16,1,4,1,3190451.5,2126967.667,1063483.833,11,MEDIUM
2,1069496,5474,0,4,2,2,1,534748,356498.6667,178249.3333,88,MEDIUM
2,261864,6890,0,24,0,4,2,130932,87288,43644,100,EASY
2,589777,6534,0,1,0,2,0,294888.5,196592.3333,98296.16667,96,HARD
2,3304979,7337,0,21,3,1,2,1652489.5,1101659.667,550829.8333,21,EASY
2,3016589,6874,0,24,2,2,1,1508294.5,1005529.667,502764.8333,54,MEDIUM
2,6201313,3121,0,24,1,1,1,3100656.5,2067104.333,1033552.167,21,MEDIUM
2,6925626,3545,0,12,2,4,2,3462813,2308542,1154271,20,EASY
2,1443974,8232,0,21,2,3,1,721987,481324.6667,240662.3333,100,MEDIUM
2,4801363,5500,0,18,2,2,0,2400681.5,1600454.333,800227.1667,46,HARD
2,1286442,6789,0,2,0,1,2,643221,428814,214407,28,EASY
2,1671503,8321,0,15,2,4,0,835751.5,557167.6667,278583.8333,98,HARD
2,6037749,5337,0,10,3,1,2,3018874.5,2012583,1006291.5,32,EASY
2,6920542,1574,0,11,1,3,1,3460271,2306847.333,1153423.667,56,MEDIUM
2,2754377,3582,0,2,3,4,0,1377188.5,918125.6667,459062.8333,37,HARD
2,380432,7986,0,10,3,2,2,190216,126810.6667,63405.33333,29,EASY
2,3329433,7543,0,4,2,3,0,1664716.5,1109811,554905.5,10,HARD
2,6530744,4081,0,21,1,3,1,3265372,2176914.667,1088457.333,73,MEDIUM
2,2260148,879,0,18,3,3,2,1130074,753382.6667,376691.3333,31,EASY
2,5523525,6118,0,14,0,3,2,2761762.5,1841175,920587.5,59,EASY
2,3818957,6297,0,3,1,3,0,1909478.5,1272985.667,636492.8333,13,HARD
2,1998937,2683,0,14,0,4,2,999468.5,666312.3333,333156.1667,40,EASY
2,1625793,793,0,9,0,1,1,812896.5,541931,270965.5,84,MEDIUM
2,2705215,2142,0,18,0,4,0,1352607.5,901738.3333,450869.1667,58,HARD
2,5073150,6440,0,15,2,4,2,2536575,1691050,845525,50,EASY
2,4794325,5315,0,22,1,3,2,2397162.5,1598108.333,799054.1667,85,EASY
2,1697690,4114,0,1,1,1,2,848845,565896.6667,282948.3333,45,EASY
2,510780,5155,0,19,0,4,0,255390,170260,85130,69,HARD
2,5594680,251,0,20,0,3,0,2797340,1864893.333,932446.6667,67,HARD
2,3788791,2013,0,20,0,2,0,1894395.5,1262930.333,631465.1667,73,HARD
2,4416770,2720,0,3,2,3,1,2208385,1472256.667,736128.3333,72,MEDIUM
2,5865242,6128,0,7,3,2,1,2932621,1955080.667,977540.3333,24,MEDIUM
2,4143218,360,0,13,3,4,0,2071609,1381072.667,690536.3333,31,HARD
2,725449,661,0,17,3,1,1,362724.5,241816.3333,120908.1667,79,MEDIUM
2,5141087,6833,0,22,0,3,0,2570543.5,1713695.667,856847.8333,75,HARD
2,4300866,4555,0,17,1,3,1,2150433,1433622,716811,41,MEDIUM
2,1354360,3209,0,17,2,4,2,677180,451453.3333,225726.6667,20,EASY
2,749517,5648,0,16,3,2,2,374758.5,249839,124919.5,70,EASY
2,3311673,801,0,11,2,3,1,1655836.5,1103891,551945.5,55,MEDIUM
2,5899446,7934,0,19,3,4,0,2949723,1966482,983241,92,HARD
2,2761482,2760,0,16,0,1,2,1380741,920494,460247,52,EASY
2,4755315,5519,0,10,3,4,0,2377657.5,1585105,792552.5,43,HARD
2,2467422,188,0,23,0,2,1,1233711,822474,411237,72,MEDIUM
2,4848782,2888,0,1,1,2,0,2424391,1616260.667,808130.3333,84,HARD
2,3924263,3409,0,6,0,3,0,1962131.5,1308087.667,654043.8333,70,HARD
2,1910605,5772,0,14,1,1,0,955302.5,636868.3333,318434.1667,46,HARD
2,869560,120,0,7,2,1,1,434780,289853.3333,144926.6667,58,MEDIUM
2,1632353,281,0,15,2,1,0,816176.5,544117.6667,272058.8333,74,HARD
2,3565046,6048,0,9,2,3,0,1782523,1188348.667,594174.3333,38,HARD
2,4635869,7392,0,25,0,3,1,2317934.5,1545289.667,772644.8333,42,MEDIUM
2,2550608,5810,0,14,2,2,2,1275304,850202.6667,425101.3333,60,EASY
2,3878908,3866,0,22,3,3,1,1939454,1292969.333,646484.6667,22,MEDIUM
2,5308227,5303,0,5,1,2,0,2654113.5,1769409,884704.5,59,HARD
2,4837882,1984,0,4,2,2,0,2418941,1612627.333,806313.6667,43,HARD
2,1621426,6201,0,8,3,2,2,810713,540475.3333,270237.6667,57,EASY
2,1976427,8383,0,5,1,3,2,988213.5,658809,329404.5,50,EASY
2,2917165,4677,0,9,0,2,1,1458582.5,972388.3333,486194.1667,59,MEDIUM
2,778868,6519,0,23,3,2,2,389434,259622.6667,129811.3333,52,EASY
2,4528795,8336,0,22,1,2,0,2264397.5,1509598.333,754799.1667,62,HARD
2,4058078,3518,0,24,2,1,0,2029039,1352692.667,676346.3333,72,HARD
2,3162817,7168,0,1,2,4,0,1581408.5,1054272.333,527136.1667,39,HARD
2,1916600,880,0,24,3,4,2,958300,638866.6667,319433.3333,47,EASY
2,955942,481,0,7,1,2,2,477971,318647.3333,159323.6667,84,EASY
2,2196001,7247,0,22,1,4,0,1098000.5,732000.3333,366000.1667,68,HARD
2,3985310,6438,0,1,2,4,1,1992655,1328436.667,664218.3333,34,MEDIUM
2,3592105,4845,0,14,1,4,2,1796052.5,1197368.333,598684.1667,51,EASY
2,5929434,5069,0,9,1,4,0,2964717,1976478,988239,73,HARD
2,5577800,3630,0,6,0,4,2,2788900,1859266.667,929633.3333,54,EASY
2,462688,4658,0,8,0,3,0,231344,154229.3333,77114.66667,29,HARD
2,1506320,1500,0,15,0,2,0,753160,502106.6667,251053.3333,97,HARD
2,5018176,1045,0,18,1,3,2,2509088,1672725.333,836362.6667,75,EASY
2,3870797,4058,0,9,1,4,1,1935398.5,1290265.667,645132.8333,33,MEDIUM
2,1275913,8522,0,5,3,3,1,637956.5,425304.3333,212652.1667,13,MEDIUM
2,2265032,5111,0,6,1,4,0,1132516,755010.6667,377505.3333,24,HARD
2,4200830,3068,0,12,3,3,2,2100415,1400276.667,700138.3333,63,EASY
2,467460,8782,0,20,3,2,0,233730,155820,77910,26,HARD
2,307097,680,0,25,2,3,1,153548.5,102365.6667,51182.83333,72,MEDIUM
2,4888101,1216,0,25,2,4,1,2444050.5,1629367,814683.5,23,MEDIUM
2,365430,1318,0,17,2,2,1,182715,121810,60905,54,MEDIUM
2,172337,6770,0,18,2,3,2,86168.5,57445.66667,28722.83333,52,EASY
2,6353495,8709,0,20,3,1,0,3176747.5,2117831.667,1058915.833,90,HARD
2,6750587,6112,0,3,1,1,2,3375293.5,2250195.667,1125097.833,20,EASY
2,6210133,8552,0,10,0,3,1,3105066.5,2070044.333,1035022.167,45,MEDIUM
2,5474213,3344,0,22,3,2,1,2737106.5,1824737.667,912368.8333,91,MEDIUM
2,2942465,3932,0,9,1,3,1,1471232.5,980821.6667,490410.8333,96,MEDIUM
2,1281107,1495,0,1,0,1,1,640553.5,427035.6667,213517.8333,70,MEDIUM
2,3434648,1682,0,8,1,4,1,1717324,1144882.667,572441.3333,82,MEDIUM
2,3804449,4418,0,7,0,3,2,1902224.5,1268149.667,634074.8333,36,EASY
2,4112489,2399,0,9,0,4,1,2056244.5,1370829.667,685414.8333,97,MEDIUM
2,4442273,8700,0,13,0,1,0,2221136.5,1480757.667,740378.8333,56,HARD
2,3445015,2256,0,4,3,3,1,1722507.5,1148338.333,574169.1667,99,MEDIUM
2,2783457,3107,0,4,3,4,0,1391728.5,927819,463909.5,67,HARD
2,3445008,8788,0,18,2,1,0,1722504,1148336,574168,19,HARD
2,1270954,5987,0,19,0,3,0,635477,423651.3333,211825.6667,29,HARD
2,6839113,8323,0,8,3,4,2,3419556.5,2279704.333,1139852.167,24,EASY
2,43171,4215,0,19,3,2,2,21585.5,14390.33333,7195.166667,18,EASY
2,4559069,4086,0,14,1,2,0,2279534.5,1519689.667,759844.8333,42,HARD
2,2288722,3841,0,18,0,2,2,1144361,762907.3333,381453.6667,32,EASY
2,4620329,8718,0,24,0,1,1,2310164.5,1540109.667,770054.8333,64,MEDIUM
2,6275983,8477,0,7,3,2,0,3137991.5,2091994.333,1045997.167,21,HARD
2,1908327,1659,0,20,3,1,0,954163.5,636109,318054.5,60,HARD
2,2530770,2381,0,4,3,1,2,1265385,843590,421795,26,EASY
2,6569385,6601,0,16,2,3,0,3284692.5,2189795,1094897.5,91,HARD
2,4955250,4827,0,1,2,3,2,2477625,1651750,825875,79,EASY
2,2318447,4737,0,14,0,1,0,1159223.5,772815.6667,386407.8333,33,HARD
2,4167649,8263,0,11,1,1,0,2083824.5,1389216.333,694608.1667,90,HARD
2,5395748,7779,0,12,2,3,0,2697874,1798582.667,899291.3333,50,HARD
2,5679465,7248,0,7,0,1,1,2839732.5,1893155,946577.5,16,MEDIUM
2,3813502,7423,0,10,1,4,0,1906751,1271167.333,635583.6667,40,HARD
2,1069961,1444,0,18,0,1,1,534980.5,356653.6667,178326.8333,73,MEDIUM
2,3897411,4156,0,23,1,1,0,1948705.5,1299137,649568.5,74,HARD
2,5538435,3915,0,7,0,4,2,2769217.5,1846145,923072.5,12,EASY
2,2515120,8100,0,1,3,1,2,1257560,838373.3333,419186.6667,56,EASY
2,6047487,7162,0,15,2,1,0,3023743.5,2015829,1007914.5,96,HARD
2,2390708,2374,0,19,1,2,0,1195354,796902.6667,398451.3333,36,HARD
2,4275224,5813,0,12,1,1,2,2137612,1425074.667,712537.3333,11,EASY
2,2956462,8093,0,13,2,3,0,1478231,985487.3333,492743.6667,32,HARD
2,2446959,6019,0,15,1,2,0,1223479.5,815653,407826.5,48,HARD
2,4550597,6119,0,16,1,4,1,2275298.5,1516865.667,758432.8333,68,MEDIUM
2,2934338,8172,0,9,2,1,0,1467169,978112.6667,489056.3333,31,HARD
2,6090804,957,0,10,0,1,1,3045402,2030268,1015134,27,MEDIUM
2,2333573,1680,0,12,0,1,0,1166786.5,777857.6667,388928.8333,23,HARD
2,3202988,6420,0,19,0,4,0,1601494,1067662.667,533831.3333,96,HARD
2,1915134,2669,0,15,2,3,2,957567,638378,319189,14,EASY
2,6165466,1607,0,19,0,2,1,3082733,2055155.333,1027577.667,61,MEDIUM
2,3220569,2628,0,20,2,2,1,1610284.5,1073523,536761.5,84,MEDIUM
2,4546308,8005,0,15,1,2,0,2273154,1515436,757718,92,HARD
2,2910743,6321,0,2,2,1,2,1455371.5,970247.6667,485123.8333,50,EASY
2,5212209,6518,0,6,2,4,0,2606104.5,1737403,868701.5,87,HARD
2,1498611,2547,0,16,2,4,0,749305.5,499537,249768.5,48,HARD
2,6736503,724,0,11,0,4,1,3368251.5,2245501,1122750.5,20,MEDIUM
2,4582127,8352,0,6,1,2,2,2291063.5,1527375.667,763687.8333,15,EASY
2,6049860,2193,0,6,0,1,1,3024930,2016620,1008310,36,MEDIUM
2,1472534,4117,0,3,2,4,0,736267,490844.6667,245422.3333,20,HARD
2,744830,1318,0,18,3,4,0,372415,248276.6667,124138.3333,67,HARD
2,5307606,5331,0,25,1,2,1,2653803,1769202,884601,86,MEDIUM
2,6338597,4295,0,16,0,3,1,3169298.5,2112865.667,1056432.833,79,MEDIUM
2,3143961,8748,0,22,0,3,2,1571980.5,1047987,523993.5,64,EASY
2,672675,1693,0,8,2,3,2,336337.5,224225,112112.5,59,EASY
2,3232056,8709,0,21,2,2,1,1616028,1077352,538676,31,MEDIUM
2,2550831,5476,0,1,1,2,1,1275415.5,850277,425138.5,95,MEDIUM
2,1069075,7941,0,5,2,2,0,534537.5,356358.3333,178179.1667,63,HARD
2,1505768,8155,0,15,2,3,0,752884,501922.6667,250961.3333,78,HARD
2,4257867,3488,0,22,1,1,2,2128933.5,1419289,709644.5,27,EASY
2,3338373,4324,0,15,0,1,0,1669186.5,1112791,556395.5,12,HARD
2,2111731,3598,0,19,0,3,0,1055865.5,703910.3333,351955.1667,77,HARD
2,5018176,1029,0,3,1,4,0,2509088,1672725.333,836362.6667,98,HARD
2,4385891,8728,0,14,2,3,2,2192945.5,1461963.667,730981.8333,71,EASY
2,1699728,2702,0,7,1,1,2,849864,566576,283288,44,EASY
2,6693665,7803,0,16,0,3,2,3346832.5,2231221.667,1115610.833,53,EASY
2,1780443,5122,0,1,2,3,1,890221.5,593481,296740.5,91,MEDIUM
2,5989426,7941,0,23,1,1,0,2994713,1996475.333,998237.6667,85,HARD
2,3181610,1526,0,9,2,1,2,1590805,1060536.667,530268.3333,22,EASY
2,2987132,6121,0,14,2,4,1,1493566,995710.6667,497855.3333,91,MEDIUM
